Date,Time,Temperature (F),Wind Speed (mph),Wind Direction,Max Wind Gust (mph),Avg Solar Rad (Cal/cm2/min),Avg Quantum (uE/sec/m2),Water Temp (F),Rainfall (In)
12/1/15,11:00:00,25.6,10.09,68,13.63,0.864,992,24.5,0
12/1/15,12:00:00,25.6,10.57,70,13.59,1.125,1256,24.6,0
12/1/15,13:00:00,25.6,8.12,58,12.01,1.117,1246,24.8,0
12/1/15,14:00:00,25.6,9.35,57,13.31,0.998,1120,24.9,0
12/1/15,15:00:00,25.5,10.11,29,14.66,0.826,945,25,0
12/1/15,16:00:00,25.4,11.74,27,16.18,0.313,424,25.1,0
12/1/15,17:00:00,25.4,12.77,26,16.92,0.037,124,25.2,0
12/1/15,18:00:00,25.3,12.55,30,17.91,0,18,25.3,0
12/1/15,19:00:00,25.3,12.53,20,15.74,0,0,25.2,0
12/1/15,20:00:00,25.1,13.06,11,17.73,0,0,25.2,0
12/1/15,21:00:00,25,11.56,16,14.97,0,0,25.1,0
12/1/15,22:00:00,24.8,10.89,41,16.42,0,0,25,0
12/1/15,23:00:00,24.9,10.6,42,14.97,0,0,24.5,0
12/1/15,24:00:00,24.6,12.41,39,21.44,0,0,24.2,0
12/2/15,1:00:00,23.9,9.52,39,17.62,0,0,24.2,0
12/2/15,2:00:00,24.7,10.46,33,18.11,0,0,24.1,0
12/2/15,3:00:00,25,13.09,38,17.38,0,0,24,0
12/2/15,4:00:00,24.9,12.53,41,16.7,0,0,24,0
12/2/15,5:00:00,24.9,13.07,38,17.45,0,0,23.8,0
12/2/15,6:00:00,25,13.94,38,18.3,0,0,23.7,0
12/2/15,7:00:00,25,13.04,38,18.5,0,0,23.7,0
12/2/15,8:00:00,25,13.86,39,18.24,0.025,66,23.8,0
12/2/15,9:00:00,25.3,13.81,44,21.07,0.292,387,24,0
12/2/15,10:00:00,23.2,14.7,36,23.74,0.133,238,24,0.05
12/2/15,11:00:00,23.7,13.75,37,24.73,0.358,493,24.1,0
12/2/15,12:00:00,24,11.34,26,23.89,0.552,693,24.3,0.01
12/2/15,13:00:00,24.7,12.52,37,22.93,0.551,691,24.5,0
12/2/15,14:00:00,25.5,15.97,57,22.97,0.666,802,24.8,0
12/2/15,15:00:00,25.5,14.76,50,20.96,0.455,583,25,0
12/2/15,16:00:00,25.5,13.69,48,19.42,0.468,582,25,0
12/2/15,17:00:00,25.4,12.98,41,18.26,0.097,205,25.1,0
12/2/15,18:00:00,25.3,12.12,36,17.67,0,23,25.1,0
12/2/15,19:00:00,25.3,13.42,34,17.71,0,0,25,0
12/2/15,20:00:00,24.8,14.82,22,19.68,0,0,24.8,0
12/2/15,21:00:00,24.4,14.01,30,21.7,0,0,24.6,0.02
12/2/15,22:00:00,25,13.69,37,17.8,0,0,24.4,0
12/2/15,23:00:00,24.2,14.01,29,25.45,0,0,24.2,0
12/2/15,24:00:00,23.5,12.29,36,23.19,0,0,24.2,0.06
12/3/15,1:00:00,23.8,11.26,34,23.98,0,0,24.1,0.01
12/3/15,2:00:00,24.4,13.43,59,20.58,0,0,24.4,0
12/3/15,3:00:00,23.8,16.16,45,27.03,0,0,24.5,0.01
12/3/15,4:00:00,24.5,11.55,53,17.86,0,0,24.4,0
12/3/15,5:00:00,24.9,12.29,58,17.84,0,0,24.4,0
12/3/15,6:00:00,24.8,10.89,45,16.26,0,0,24.5,0
12/3/15,7:00:00,24.9,9.57,47,14.62,0,0,24.2,0
12/3/15,8:00:00,25,10.17,54,15.61,0.046,100,24.3,0
12/3/15,9:00:00,24.5,13.06,93,21.22,0.361,462,24.5,0
12/3/15,10:00:00,25.2,10.46,62,13.79,0.607,729,24.5,0
12/3/15,11:00:00,25.1,12.8,58,19.27,0.725,855,24.6,0.01
12/3/15,12:00:00,25.5,13.32,64,18.63,1.074,1212,24.7,0
12/3/15,13:00:00,25.4,12.75,59,17.29,0.982,1122,24.9,0
12/3/15,14:00:00,25.5,13.4,57,18.94,0.987,1122,25,0
12/3/15,15:00:00,25.5,12.91,58,18.08,0.89,1019,25,0
12/3/15,16:00:00,25.3,12.17,35,16.99,0.349,462,25.1,0
12/3/15,17:00:00,25.2,12.19,46,17.71,0.056,146,25.2,0
12/3/15,18:00:00,25.4,12.33,60,16.81,0,21,25.2,0
12/3/15,19:00:00,25.3,13.4,53,18.39,0,0,25.2,0
12/3/15,20:00:00,25.2,12.51,55,17.89,0,0,25.1,0
12/3/15,21:00:00,25.1,12.54,52,17.43,0,0,25,0
12/3/15,22:00:00,25,11.22,63,15.1,0,0,24.9,0
12/3/15,23:00:00,25.1,11,56,15.76,0,0,24.9,0
12/3/15,24:00:00,25,9.9,62,15.26,0,0,24.8,0
12/4/15,1:00:00,25,12.09,66,17.58,0,0,24.7,0
12/4/15,2:00:00,25,11.37,70,14.6,0,0,24.7,0
12/4/15,3:00:00,25,10.61,61,14.88,0,0,24.7,0
12/4/15,4:00:00,24.9,9.71,46,14.99,0,0,24.6,0
12/4/15,5:00:00,24.8,8.71,45,12.38,0,0,24.3,0
12/4/15,6:00:00,24.8,8.44,51,12.87,0,0,24.1,0
12/4/15,7:00:00,24.9,9.52,43,13.79,0,0,24,0
12/4/15,8:00:00,24.6,8.72,48,19.44,0.086,123,24,0
12/4/15,9:00:00,25.3,11.66,58,15.83,0.272,372,24.2,0
12/4/15,10:00:00,25.3,10.44,54,15.21,0.416,533,24.4,0
12/4/15,11:00:00,25.4,11.92,64,16.13,0.797,924,24.6,0
12/4/15,12:00:00,25.5,11.97,72,14.95,1.022,1157,24.7,0
12/4/15,13:00:00,25.6,12.09,74,16.07,1.096,1227,24.9,0
12/4/15,14:00:00,25.7,11.17,70,14.73,1.03,1157,24.9,0
12/4/15,15:00:00,25.9,10.89,70,14.51,0.868,981,25,0
12/4/15,16:00:00,25.9,11.57,60,14.99,0.606,707,25.1,0
12/4/15,17:00:00,25.9,9.72,57,13.13,0.243,332,25.1,0
12/4/15,18:00:00,25.6,9.66,44,13.72,0,20,25.1,0
12/4/15,19:00:00,25.5,10.93,36,15.96,0,0,25.1,0
12/4/15,20:00:00,25.4,12.7,36,17.8,0,0,25.1,0
12/4/15,21:00:00,25.3,12.09,34,16.77,0,0,25,0
12/4/15,22:00:00,25.3,11.96,38,15.63,0,0,24.8,0
12/4/15,23:00:00,25.1,10.79,40,15.56,0,0,24.5,0
12/4/15,24:00:00,25,9.54,37,13.04,0,0,24.2,0
12/5/15,1:00:00,24.9,8.19,42,10.81,0,0,24.1,0
12/5/15,2:00:00,24.8,7.88,49,10.63,0,0,24.3,0
12/5/15,3:00:00,24.7,7.37,40,10.26,0,0,24.4,0
12/5/15,4:00:00,24.7,8.45,45,11.99,0,0,24.5,0
12/5/15,5:00:00,24.6,8.89,35,12.25,0,0,24.2,0
12/5/15,6:00:00,24.6,9.31,36,14.05,0,0,23.9,0
12/5/15,7:00:00,24.3,9.48,26,17.65,0,0,23.9,0
12/5/15,8:00:00,23.9,8.34,80,19.03,0.052,85,23.9,0.01
12/5/15,9:00:00,24.9,6.21,83,13.77,0.309,406,24.3,0
12/5/15,10:00:00,24.6,11.89,68,19.88,0.342,463,24.6,0
12/5/15,11:00:00,24.2,10.41,69,18.41,0.5,634,24.7,0
12/5/15,12:00:00,24.8,10.19,59,15.61,0.816,960,24.8,0
12/5/15,13:00:00,25.1,10.31,54,14.64,1.145,1285,24.9,0
12/5/15,14:00:00,25.2,10.41,55,17.05,0.927,1060,25,0
12/5/15,15:00:00,25.3,11.27,54,16.26,0.834,959,25.4,0
12/5/15,16:00:00,25.4,11.21,48,15.39,0.575,684,25.5,0
12/5/15,17:00:00,25.2,10.29,43,16.55,0.091,185,25.4,0
12/5/15,18:00:00,25,11.5,50,16.16,0,19,25.5,0
12/5/15,19:00:00,24.9,12.06,57,17.21,0,0,25.6,0
12/5/15,20:00:00,24.9,10.58,47,18.17,0,0,25.3,0
12/5/15,21:00:00,25.1,13.22,57,16.59,0,0,25.2,0
12/5/15,22:00:00,25.1,11.38,65,16.31,0,0,25.1,0
12/5/15,23:00:00,25,10.61,68,13.79,0,0,25,0
12/5/15,24:00:00,24.9,10.65,60,15.78,0,0,25,0
12/6/15,1:00:00,24.9,12.03,72,18.37,0,0,25,0
12/6/15,2:00:00,24.5,9.59,80,16.31,0,0,24.9,0
12/6/15,3:00:00,24.8,11.38,76,16.07,0,0,24.9,0
12/6/15,4:00:00,24.5,10.28,80,18.19,0,0,24.9,0.01
12/6/15,5:00:00,24.8,10.63,69,16.13,0,0,24.8,0
12/6/15,6:00:00,24.8,9.31,67,12.95,0,0,24.8,0
12/6/15,7:00:00,24.7,13.06,83,20.39,0,0,24.7,0
12/6/15,8:00:00,24.8,12.55,89,20.6,0.002,45,24.7,0
12/6/15,9:00:00,24.8,6.41,96,17.73,0.193,284,24.7,0
12/6/15,10:00:00,25.4,11.74,75,18.79,0.402,515,24.8,0
12/6/15,11:00:00,25.7,10.5,75,15.83,0.916,1042,24.8,0
12/6/15,12:00:00,25.9,10.81,70,15.41,1.033,1158,24.9,0
12/6/15,13:00:00,25.8,9.79,72,15.48,0.91,1038,25,0
12/6/15,14:00:00,25.6,11.34,70,15.65,1.226,1347,25.1,0
12/6/15,15:00:00,25.5,10.21,55,14.07,0.578,699,25.2,0
12/6/15,16:00:00,25.4,9.47,44,16.2,0.183,291,25.3,0
12/6/15,17:00:00,25.3,10.54,29,13.57,0.053,148,25.3,0
12/6/15,18:00:00,25,10.02,38,17.43,0.003,25,25.5,0
12/6/15,19:00:00,24.9,8.95,42,13.98,0,0,25.4,0
12/6/15,20:00:00,25.2,9.14,60,14.69,0,0,25.3,0
12/6/15,21:00:00,25.3,10.45,64,14.55,0,0,25.2,0
12/6/15,22:00:00,25.2,10.14,63,13.74,0,0,25,0
12/6/15,23:00:00,25.1,9.87,74,14.51,0,0,25,0
12/6/15,24:00:00,25.1,10.47,86,13.7,0,0,25,0
